0,1,2,3,4,5,6,7,8,ID
roble,chocolate,tabaco,fruta negra,mora,casis,cuero,terroso,,8950459
grafito,cuero,,hierro,,,polvo de vainilla,,,10056165
cereza,frambuesa,cereza,roble,café,,mora,,,5128717
cereza,frutos rojos,tofi,cuero,minerales,terroso,fresa madura,mora,ciruela,5895453
cuero,terroso,humo,pimienta,regaliz,tomillo,mora,frutos del bosque,,2862604
vainilla,clavo de olor,,minerales,humo,terroso,regaliz,pimienta,carne,6923267
fresa,cereza,frutos rojos,terroso,suelo del bosque,,roble,tofi,vainilla,2509892
cuero,terroso,aceite balsámico,tabaco,roble,cedro,frutos del bosque,mora,,2667053
polvo de vainilla,,,polvo de vainilla,,,polvo de vainilla,,,9697482
cereza negra,arándano,,roble,,,arándano rojo deshidratado,,,10120801
frambuesa,cereza roja,,cedro,,,polvo de vainilla,,,11170245
mora,ciruela,cereza Bing,cereza,frutos rojos,uva,cuero,terroso,polvo de granito,8014224
cuero,aceite balsámico,,cereza,frambuesa,fresa,roble,bergamota,canela,6304496
cuero,hongo,suelo del bosque,roble,cedro,vainilla,mora,cereza negra,pizarra,10461130
humo,terroso,,tabaco,,,naranja,,,2129722
polvo de vainilla,,,polvo de vainilla,,,polvo de vainilla,,,1832853
piedra,minerales,,roble,,,polvo de vainilla,,,8740236
cuero,terroso,hongo,roble,tabaco,vainilla,ciruela,frutos del bosque,,1192218
fresa,cereza,frambuesa,terroso,suelo del bosque,,roble,vainilla,tabaco,2934
terroso,suelo del bosque,,fresa,,,pimienta,,,2633851
cereza,frambuesa,fruta seca,humo,cuero,hongo,roble,cedro,vainilla,1427114
cereza negra,mora,arándano,regaliz,pimienta,,terroso,grafito,,2655332
pasas de uva negras,,,canela,,,ruibarbo,,,3705347
cuero,hongo,aceite balsámico,frambuesa,cereza,fruta seca,roble,café,chocolate,1153008
mora,fruta negra,ciruela,roble,vainilla,chocolate,pimienta,pimienta blanca,,1197329
frutos del bosque,mora,,fresa,cereza,,chocolate,roble,tabaco,1954355
cereza,frutos rojos,tofi,terroso,cuero,humo,ciruela,mora,fruta negra,1128511
roble,chocolate,vainilla,ciruela,mora,cereza Bing,cuero,humo,terroso,1135353
fruta negra,ciruela,mora,roble,tabaco,caramelo,cuero,minerales,cuero,1298072
terroso,cuero,humo,cereza,frambuesa,fresa,mora,casis,arándano,5574070
cereza,rosa seca,tofi,hierbas secas,anís,mora,casis,ciruela,,7856101
trufa negra,cereza,,cedro,tofi,,cereza,,,4209018
crema,,,chocolate,vainilla,,terroso,cuero,,5320268
cereza,fresa,frambuesa,cuero,terroso,hongo,tabaco,roble,vainilla,1100134
ciruela,mora,frutos rojos,roble,vainilla,chocolate,pimienta,pimienta blanca,,1203679
roble,tabaco,chocolate,cuero,terroso,aceite balsámico,cereza,frutos rojos,rosa seca,2265390
roble,chocolate,vainilla,casis,ciruela,fruta negra,frutos rojos,cereza,nuez negra,1454861
roble,vainilla,chocolate,mora,arándano,casis,cuero,humo,terroso,96633
frutos rojos,cereza,uva,heno,,,fruta negra,,,10551004
roble,vainilla,chocolate,casis,ciruela,mora,cuero,humo,terroso,1224563
frambuesa,cereza,fruta seca,terroso,cuero,humo,mora,mermelada,cereza,2747421
roble,chocolate,vainilla,frutos del bosque,fruta seca,,cereza,frutos rojos,tofi,4625857
cuero,humo,,chocolate,vainilla,,casis,,,2046408
fresa,cereza,granada,terroso,minerales,cuero,virutas,,,7368054
roble,chocolate,café,mora,frutos del bosque,,cuero,terroso,aceite balsámico,1829384
cuero,terroso,minerales,mora,cereza negra,arándano,chocolate,vainilla,café,2351625
cereza,fresa,frutos rojos,roble,tabaco,vainilla,cuero,humo,terroso,65204
roble,vainilla,cedro,ciruela,mora,cereza Bing,terroso,cuero,humo,1739467
polvo de vainilla,,,polvo de vainilla,,,polvo de vainilla,,,11061953
vainilla,roble,chocolate,mora,ciruela,fruta negra,cereza,frutos rojos,tofi,2604806
vainilla,roble,cigarro,ciruela,cereza negra, ,cuero,humo,terroso,74788
cereza,fresa,frutos rojos,cuero,terroso,suelo del bosque,roble,vainilla,tabaco,1226154
polvo de vainilla,,,polvo de vainilla,,,polvo de vainilla,,,10455231
ciruela,mora,casis,hierbas secas,tomillo,,chocolate,,,6453328
cuero,minerales,humo,cereza,frutos rojos,tofi,vainilla,roble,tabaco,4740622
cereza,arándano rojo, ,cuero,terroso,alquitrán,roble,tabaco,vainilla,1217471
roble,vainilla,tabaco,ciruela,mora,fruta negra,cuero,terroso,humo,2128268
frutos rojos,cereza,tofi,roble,vainilla,clavo de olor,minerales,humo,cuero,4488635
cereza,fresa,frutos rojos,cuero,terroso,aceite balsámico,regaliz,pimienta,menta,1107977
vainilla,roble,chocolate,ciruela,mora,arándano,cereza,frutos rojos,tofi,2376360
frutos rojos,fresa,fresa,cuero,minerales,hierro,virutas,perfume,guinda,4018332
mora,ciruela,frutos rojos,roble,clavo de olor,rosa seca,cereza,frambuesa,arándano,6542021
roble,tabaco,cedro,casis,ciruela,mora,cuero,terroso,virutas,1671668
roble,vainilla,tabaco,fruta negra,ciruela,rosa seca,cuero,humo,terroso,1694260
cereza,frambuesa,fruta seca,roble,chocolate,tomate,cuero,terroso,hongo,5356807
mora,ciruela,casis,vainilla,roble,chocolate,pimienta,regaliz,rosa seca,79377
ciruela,mora,cereza Bing,roble,vainilla,tabaco,cuero,cacao,terroso,1246401
pimienta,pimienta blanca,,roble,vainilla,clavo de olor,ciruela,fruta negra,mora,4061269
fresa,frambuesa,cereza,roble,vainilla,cedro,mora,ciruela,arándano,1320775
ciruela,mora,fruta negra,cuero,terroso,minerales,roble,chocolate,cedro,1219777
fresa,frambuesa,cereza,terroso,humo,hongo,roble,vainilla,chocolate,1202090
polvo de vainilla,,,polvo de vainilla,,,polvo de vainilla,,,9957222
cereza,frutos rojos,tofi,roble,vainilla,clavo de olor,arándano,ciruela,casis,1704044
cereza,fresa,frambuesa,ciruela,zarzamora,mora,roble,vainilla,cigarro,5906527
cereza,fresa,frutos rojos,roble,vainilla,tabaco,cuero,terroso,humo,9915
roble,vainilla,cedro,arándano,frutos del bosque,,humo,cuero,cacao,5248344
vainilla,tabaco,cacao,cereza,fresa salvaje, ,terroso,alquitrán,pimiento,1151589
ciruela,mora,casis,roble,tabaco,vainilla,humo,cuero,terroso,2503889
frambuesa,cereza roja,,cuero,suelo del bosque,,roble,vainilla,tabaco,1134984
roble,tabaco,vainilla,cereza,frutos rojos,tofi,mora,ciruela,cereza Bing,1361004
vainilla,café,cedro,mora,ciruela,fruta negra,cuero,aceite balsámico,,2479792
vainilla,chocolate,roble,mora,ciruela,fruta negra,cuero,humo,grafito,2492507
cuero,terroso,humo,vainilla,roble,chocolate,cereza negra,mora,frambuesa,1119822
fruta negra,cereza negra,,roble,vainilla,chocolate,frutos rojos,cereza,,2163858
frutos rojos,cereza,tofi,pimienta,regaliz,carne,cedro,clavo de olor,rosa seca,2724903
cereza,fresa,frutos rojos,roble,vainilla,chocolate,terroso,hongo,humo,2063676
vainilla,roble,chocolate,fruta negra,mora,casis,cuero,terroso,aceite balsámico,1539907
cereza,frambuesa,fresa,humo,cuero,terroso,pimienta,regaliz,hinojo,6021459
ciruela,mora,fruta negra,roble,tabaco,chocolate,cuero,terroso,humo,2445128
roble,vainilla,tabaco,mora,ciruela,casis,cuero,terroso,hongo,1786302
cuero,humo,terroso,mora,ciruela,fruta negra,cereza,frutos rojos,tofi,1508908
roble,chocolate,café,fruta negra,cereza negra,,pimienta,eucalipto,roble,3458489
terroso,cuero,hongo,casis,mora,fruta negra,chocolate,roble,chocolate,1101215
cuero,terroso,humo,mora,cereza negra,ciruela,roble,tabaco,vainilla,1161059
humo,carne adobada,rosa seca,pimienta,clavo de olor,,ciruela pasa,pasas de uva negras,,3189434
cereza,fresa,frambuesa,roble,vainilla,chocolate,terroso,humo,hongo,6275
cereza,fresa,frambuesa,cuero,humo,terroso,roble,vainilla,tabaco,3031
cereza,frutos rojos,uva,cuero,terroso,minerales,cedro,tabaco,roble,1135040
cereza,frambuesa,fresa,terroso,hongo,suelo del bosque,roble,vainilla,clavo de olor,1150228
minerales,cuero,hongo,cereza roja,cereza,fresa,roble,vainilla,mantequilla,1226307
cereza,frambuesa,fruta seca,roble,vainilla,chocolate,humo,suelo del bosque,,1500656
casis,ciruela,mora,roble,tabaco,vainilla,cuero,terroso,humo,91291
frutos del bosque,fruta seca,,cuero,terroso,minerales,cereza,frambuesa,fresa,1100689
ciruela,fruta negra,rosa seca,pimienta,salvia,hinojo,terroso,hongo,cuero,1970945
fresa,frambuesa,cereza,roble,vainilla,tabaco,minerales,cuero,queso,17679
cereza negra,mora,frambuesa,pimienta,canela,regaliz,cereza,fresa madura,,5645383
roble,tabaco,vainilla,ciruela,mora,cereza Bing,cuero,terroso,cacao,1194181
roble,vainilla,chocolate,mora,ciruela,fruta negra,cuero,terroso,humo,81916
roble,chocolate,vainilla,ciruela,mora,casis,cereza,frutos rojos,tofi,97972
chocolate,roble,caramelo,frutos rojos,grosella roja,,casis,mora,,8816019
cereza,frutos rojos,rosa seca,chocolate,roble,tabaco,terroso,cuero,humo,1273434
roble,vainilla,clavo de olor,ciruela,fruta negra,mora,cereza,frutos rojos,tofi,1634308
frambuesa,frutos rojos,,terroso,humo,cuero,pimienta,pimienta blanca,,4222295
cuero,terroso,humo,mora,ciruela,arándano,pimienta,eucalipto,roble,1178034
cereza,fresa,frambuesa,terroso,cuero,cacao,mora,casis,arándano,2716866
cereza,frambuesa,arándano,pimienta,regaliz,menta,sandía,,,2849661
chocolate,café,vainilla,cereza,frutos rojos,tofi,pimienta,canela,eucalipto,1232623
ciruela,casis,mora,roble,vainilla,tabaco,cuero,terroso,humo,1132598
tabaco,vainilla,chocolate,cuero,humo,terroso,mora,cereza negra,ciruela,1196992
cuero,minerales,hierro,roble,mezcla de especias para vino caliente,,mora,cereza negra,frambuesa,2032650
terroso,cuero,hongo,mora,ciruela,casis,roble,chocolate,tabaco,1167698
cuero,terroso,hongo,fruta negra,mora,ciruela,roble,tabaco,clavo de olor,1171488
cuero,minerales,humo,mora,casis,arándano,roble,café,clavo de olor,1254168
mantequilla,clavo de olor,,terroso,,,casis,ciruela,,4203455
casis,casis,mora,roble,vainilla,cedro,pimienta,eucalipto,roble,2677682
roble,vainilla,chocolate,aceite balsámico,cuero,,ciruela,casis,casis,4413520
arándano,ciruela,casis,frutos rojos,cereza roja,,tabaco,mezcla de especias para vino caliente,,2217103
casis,arándano,ciruela,terroso,minerales,,roble,vainilla,,1188873
frambuesa,cereza,fresa,hongo,cuero,terroso,roble,vainilla,tabaco,1865875
tabaco,vainilla,chocolate,mora,casis,fruta negra,cuero,terroso,grafito,1395058
tabaco,chocolate,roble,frutos del bosque,fruta seca,,cuero,humo,terroso,1785371
clavo de olor,cacao,café,cacao,terroso,caucho,canela,pimienta,,1238261
cuero,terroso,humo,cereza,frutos rojos,tofi,tabaco,roble,cedro,1101361
tabaco,roble,vainilla,cuero,terroso,aceite balsámico,ciruela,mora,cereza Bing,94767
tabaco,roble,chocolate,cuero,terroso,humo,mora,ciruela,fruta negra,1152417
cuero,minerales,hongo,cereza,fresa,cereza roja,roble,café,tabaco,2152316
roble,vainilla,chocolate,mora,fruta negra,ciruela,humo,cuero,terroso,1473611
fresa,cereza,frutos rojos,terroso,suelo del bosque,,roble,cedro,caramelo,1308780
vainilla,café,roble,mora,ciruela,frutos rojos,cuero,humo,terroso,1877712
roble,tabaco,chocolate,mora,ciruela,casis,cuero,terroso,humo,1179539
frutos rojos,frambuesa,,terroso,cuero,hongo,roble,tabaco,vainilla,24098
fruta negra,ciruela,mora,cuero,terroso,humo,roble,tabaco,chocolate,779852
frambuesa,cereza,fresa,terroso,suelo del bosque,,virutas,perfume,rosa seca,100674
fresa,frambuesa,cereza,minerales,terroso,hongo,roble,tabaco,vainilla,1100243
cuero,terroso,humo,tabaco,roble,chocolate,ciruela,casis,mora,1204880
cereza,frutos rojos,tofi,hongo,terroso,cuero,roble,tabaco,vainilla,1512848
terroso,cuero,hongo,frambuesa,frutos rojos,,roble,tabaco,vainilla,1181825
grosella roja,cuero,,fresa,granada,,tostada,,,1208833
frutos rojos,fresa,cuero,menta,pimienta,regaliz,minerales,trufa negra,,1890669
cereza,fresa,frutos rojos,roble,vainilla,chocolate,cuero,suelo del bosque,,1489541
frutos rojos,fresa,fresa,terroso,hongo,suelo del bosque,roble,vainilla,tabaco,1241525
cereza,frutos rojos,tofi,terroso,cuero,humo,roble,tabaco,vainilla,1512756
frambuesa,frutos rojos,,minerales,terroso,cuero,roble,vainilla,chocolate,83446
roble,vainilla,chocolate,mora,fruta negra,ciruela,cuero,terroso,minerales,2162093
cereza,frambuesa,fruta seca,terroso,suelo del bosque,,perfume,,,24101
chocolate,roble,café,cereza,frambuesa,fruta seca,suelo del bosque,hierro,,1836162
mora,,,cedro,,,polvo de vainilla,,,8117524
roble,vainilla,tabaco,frambuesa,frutos rojos,,cuero,terroso,hongo,53304
cuero,minerales,humo,fruta negra,mora,casis,tabaco,roble,vainilla,20640
mora,ciruela,cereza Bing,regaliz,pimienta,ajedrea,vainilla,tabaco,roble,1197525
tabaco,roble,cedro,cuero,terroso,humo,casis,mora,ciruela,23793
humo,terroso,cuero,mora,frutos del bosque,,pimienta,pimienta blanca,,1150484
cereza,frambuesa,fresa,terroso,cuero,hongo,roble,chocolate,tabaco,2841
mora,fruta negra,ciruela,regaliz,pimienta,menta,cuero,terroso,suelo del bosque,36044
cereza,fresa,cereza roja,cuero,alquitrán,hierro,vainilla,roble,chocolate,16426
terroso,cuero,humo,ciruela,mora,arándano,tabaco,café,roble,1701024
roble,tabaco,vainilla,cuero,humo,terroso,fruta negra,mora,ciruela,36464
aceite balsámico,grafito,,cereza negra,fruta negra,,frambuesa,frutos rojos,,4347148
fresa,cereza,frambuesa,terroso,cuero,humo,fruta negra,arándano, ,91143
frambuesa,fresa,cereza,terroso,minerales,cuero,roble,tabaco,café,1214948
roble,vainilla,tabaco,mora,cereza negra,casis,humo,cacao,cuero,98838
terroso,cuero,suelo del bosque,cereza,frutos rojos,tofi,roble,vainilla,tabaco,45944
frutos rojos,frambuesa,,cuero,terroso,hongo,roble,tabaco,vainilla,2293982
frambuesa,cereza,fresa,terroso,cuero,minerales,roble,vainilla,café,84732
cereza,frambuesa,fruta seca,cuero,minerales,humo,tabaco,chocolate,sándalo,7137912
chocolate,café,clavo de olor,fruta seca,ciruela pasa,,aceite balsámico,terroso,,4437233
cuero,alquitrán,hierro,tabaco,roble,vainilla,cereza,frutos rojos,tofi,79963
chocolate,tabaco,roble,ciruela,mora,mermelada,cuero,aceite balsámico,,84065
cuero,alquitrán,hierro,frutos rojos,cereza,tofi,tabaco,roble,cedro,4216785
mora,casis,arándano,roble,vainilla,tabaco,cuero,terroso,grafito,1386095
roble,tabaco,cedro,casis,casis,mora,cuero,hongo,terroso,66224
frambuesa,cereza,arándano,terroso,cuero,hongo,roble,chocolate,vainilla,2801394
roble,vainilla,tabaco,cuero,humo,terroso,ciruela,mora,cereza Bing,1175426
terroso,hongo,suelo del bosque,ciruela,cereza negra, ,cereza,frutos rojos,tofi,7398083
cereza,frutos rojos,tofi,alquitrán,cuero,grosella roja,roble,vainilla,caramelo,8206137
cereza,frambuesa,fresa,terroso,hongo,suelo del bosque,roble,café,cedro,1410796
roble,tabaco,vainilla,mora,frutos del bosque,,cuero,terroso,grafito,1799573
vainilla,roble,cedro,mora,arándano,ciruela,cuero,terroso,grafito,6892
cereza,frambuesa,fresa,terroso,cuero,suelo del bosque,roble,cedro,café,1400893
cuero,terroso,humo,tabaco,cedro,roble,casis,casis,mora,1605285
roble,tabaco,chocolate,cereza,frambuesa,fruta seca,cuero,terroso,minerales,2738226
roble,tabaco,chocolate,cuero,aceite balsámico,,ciruela,mora,fruta negra,75979
roble,tabaco,cedro,mora,ciruela,casis,cuero,terroso,humo,5078
roble,vainilla,tabaco,mora,arándano,ciruela,minerales,humo,cuero,5107190
alquitrán,cuero,trufa,roble,chocolate,tabaco,cereza,frambuesa,fresa,77304
tabaco,roble,cedro,cuero,terroso,humo,casis,mora,casis,1684223
cereza,frambuesa,fresa,cuero,humo,hongo,roble,mantequilla,caucho,1127313
mora,casis,casis,roble,cedro,tabaco,cuero,terroso,humo,23795
cereza negra,fruta negra,,chocolate amargo,vainilla,,queso,,,1822
cereza roja,frutos rojos,,humo,,,nuez moscada,,,1134169
casis,casis,mora,roble,cedro,tabaco,cuero,terroso,humo,1631901
cereza,fresa,frambuesa,terroso,cuero,carne asada,café,roble,tabaco,1155549
polvo de vainilla,,,polvo de vainilla,,,polvo de vainilla,,,1241163
chocolate,tabaco,menta,ciruela,frutos del bosque,,cuero,minerales,,82984
cuero,alquitrán,minerales,fresa,cereza,frutos rojos,tabaco,vainilla,roble,16431
minerales,carne de caza,,fresa,cereza,frambuesa,roble,tabaco dulce,tiza,1596968
terroso,cuero,suelo del bosque,frutos rojos,cereza,tofi,roble,vainilla,chocolate,1207714
chocolate,tabaco,roble,pasas de uva negras,fruta seca,,cuero,terroso,humo,1835
terroso,suelo del bosque,,frambuesa,fresa,cereza,roble,vainilla,tabaco,1164181
humo,terroso,cuero,fresa,cereza,frambuesa,roble,mantequilla,carne,3208671
vainilla,roble,,frutos rojos,fresa,,tostada,,,1580824
vainilla,chocolate,roble,mora,arándano,ciruela,regaliz,pimienta,menta,1381424
cereza negra,mora,,mezcla de especias para vino caliente,,,minerales,,,7569970
cereza,frutos rojos,tofi,cuero,minerales,humo,regaliz,canela,eucalipto,4439716
roble,vainilla,tabaco,cuero,terroso,aceite balsámico,cereza,frutos rojos,tofi,7971
cuero,alquitrán,hierro,roble,tabaco,chocolate,cereza,frutos rojos,tofi,77305
fresa,frambuesa,cereza,vainilla,caramelo,tabaco,pétalo de rosa,virutas,,1928310
roble,tabaco,chocolate,ciruela,mora,cereza Bing,cuero,humo,terroso,22954
fresa,frutos rojos,cuero,minerales,cuero,hierro,cereza negra,casis,fresa,32114
mulberry,casis,,cereza,,,regaliz,,,7418524
cuero,terroso,suelo del bosque,cereza,frambuesa,arándano,mora,ciruela,frutos rojos,86251
cereza,frambuesa,fresa,roble,tofi,,cuero,ceniza,hongo,3230021
fruta negra,casis,,regaliz,,,tabaco,,,3741360
cuero,terroso,hierro,regaliz,clavo de olor,,tabaco,cedro,,2929959
hongo,terroso,minerales,ciruela,cereza negra,,fresa,cereza,,7311
terroso,hongo,suelo del bosque,cereza,frutos rojos,tofi,nuez moscada,cedro,canela,7251
roble,chocolate,tabaco,ciruela,mora,frutos rojos,cereza,frutos rojos,tofi,72524
fresa,frambuesa,cereza,terroso,minerales,cuero,virutas,pétalo de rosa,,1195406
cuero,terroso,sílex,frambuesa,cereza,fruta seca,ciruela,mora,arándano,4829875
frutos del bosque,mora,,minerales,,,polvo de vainilla,,,1852669
roble,vainilla,cedro,casis,mora,ciruela,terroso,suelo del bosque,,1377297
roble,vainilla,chocolate,mora,ciruela,frutos rojos,cereza,frutos rojos,tofi,5250117
cuero,terroso,hongo,cereza,grosella roja, ,frutos del bosque,mora,,7360742
roble,vainilla,chocolate,fruta negra,mora,cereza,pimienta,anís,,1258354
ciruela,arándano,fruta seca,roble,vainilla,chocolate,terroso,cuero,trufa,8479482
trufa negra,mora,uva,chocolate amargo,cedro,,terroso,suelo del bosque,,7233212
casis,ciruela,cereza,roble,tabaco,vainilla,terroso,cuero,grafito,1169578
cereza roja,,,aceite balsámico,,,polvo de vainilla,,,4006955
cereza,frutos rojos,uva,roble,vainilla,cedro,terroso,cuero,hongo,2269900
frutos rojos,cereza,rosa seca,terroso,hongo,humo,frutos del bosque,cereza,,6855362
mora,cereza negra,ciruela,roble,tabaco,vainilla,cereza,frambuesa,arándano,1109278
terroso,suelo del bosque,,mora,casis,cereza negra,cedro,tabaco,roble,1185153
roble,vainilla,tabaco,cuero,terroso,humo,ciruela,frutos del bosque,,3177849
roble,vainilla,tabaco,ciruela,cereza negra, ,cereza,frambuesa,fruta seca,3959866
fruta negra,,,polvo de vainilla,,,polvo de vainilla,,,10170439
roble,vainilla,tabaco,cereza negra,frutos del bosque,,terroso,cuero,aceite balsámico,1309336
roble,vainilla,tabaco,frambuesa,cereza,fruta seca,terroso,cuero,minerales,1181557
roble,vainilla,clavo de olor,casis,frutos del bosque,,terroso,cuero,carne asada,2698036
ciruela,mora,cereza Bing,aceite balsámico,cacao,,roble,tabaco,vainilla,5105163
cereza,frutos rojos,uva,terroso,cuero,minerales,casis,ciruela,mora,2689485
chocolate,roble,tabaco,mora,fruta negra,arándano,pimienta,canela,regaliz,4994
roble,café,chocolate,frutos del bosque,mora,,menta,,,3373420
fruta negra,arándano, ,cereza roja,cereza,fresa,terroso,grafito,tiza,8593937
roble,vainilla,chocolate,mora,ciruela,frutos rojos,cuero,humo,terroso,1155151
ciruela,mora,casis,roble,vainilla,tabaco,terroso,cuero,humo,1401236
cereza,frutos rojos,tofi,terroso,cuero,humo,ciruela,mora,cereza Bing,2265852
mora,casis,arándano,roble,chocolate,café,cereza,frutos rojos,tofi,1661293
minerales,terroso,cuero,roble,mantequilla,carne,cereza,frutos rojos,tofi,1799961
frutos rojos,arándano,,casis,,,regaliz,,,6060817
mora,,,fresa,,,roble,,,9243668
arándano rojo,granada,,minerales,hierro,tiza,granada,tomillo,,2326001
cereza,frutos rojos,tofi,terroso,humo,cuero,roble,tabaco,vainilla,16756
roble,tabaco,chocolate,regaliz,pimienta,hinojo,cereza,frutos rojos,tofi,1172001
cuero,minerales,humo,mora,fruta negra,casis,roble,vainilla,café,1544433
ciruela,mora,fruta negra,roble,vainilla,chocolate,cuero,terroso,humo,1176060
cereza,fresa,frambuesa,terroso,humo,minerales,pimienta,regaliz,anís,1955105
polvo de vainilla,,,polvo de vainilla,,,polvo de vainilla,,,7928250
tabaco,roble,vainilla,mora,cereza negra,ciruela,cereza,frambuesa,cereza,1310982
clavo de olor,hierbas,,cereza,frambuesa,fruta seca,cítrico,,,1734302
mora,ciruela,frutos rojos,cuero,terroso,humo,vainilla,roble,tabaco,1161809
mora,ciruela,casis,roble,tabaco,cedro,cuero,terroso,humo,43204
queso,,,roble,,,polvo de vainilla,,,8781820
terroso,humo,aceite balsámico,cereza,cereza roja,fresa,fruta negra,ceniza,,10173189
fresa,frambuesa,cereza,pimienta,romero,tomillo,arándano,frutos del bosque,,5937767
fresa,cereza,frambuesa,terroso,cuero,hierro,pimienta,anís,caramelo,1128594
cereza,,,ciruela,,,regaliz,,,1690900
tabaco,roble,vainilla,casis,mora,ciruela,terroso,cuero,cacao,65224
frambuesa,fresa,cereza,terroso,cuero,minerales,mora,ciruela,arándano,2093518
ciruela,mora,mermelada,chocolate amargo,roble,,cereza roja,frambuesa,,11130163
vainilla,roble,chocolate,mora,ciruela,frutos rojos,cereza,frambuesa,fruta seca,4500470
roble,vainilla,tabaco,ciruela,mora,frutos rojos,cereza,frutos rojos,tofi,15142
mora,ciruela,fruta negra,roble,vainilla,tabaco,aceite balsámico,terroso,,1787040
roble,vainilla,tabaco,cereza,frutos rojos,rosa seca,mora,fruta negra,casis,74451
ciruela,mora,casis,frambuesa,cereza,fresa,vainilla,roble,chocolate,3332467
mora,ciruela,fruta negra,chocolate,cedro,bebida cola,cereza,frutos rojos,tofi,1816271
polvo de vainilla,,,polvo de vainilla,,,polvo de vainilla,,,3789802
queso,,,tiza,,,polvo de vainilla,,,1378136
fresa,cereza,grosella roja,ciruela,frutos del bosque,,terroso,grafito,cuero,2509504
polvo de vainilla,,,polvo de vainilla,,,polvo de vainilla,,,22583
frambuesa,,,hierbas secas,,,caramelo,,,1734289
roble,vainilla,,virutas,piedra,,pasas de uva negras,,,93137
fruta negra,casis,arándano,cereza,,,rosa seca,virutas,,3084838
fresa,cereza,frutos rojos,frutos del bosque,ciruela,,roble,chocolate,tomate,22046
fruta negra,casis,mora,fresa,cereza,frambuesa,roble,chocolate,caramelo,1137162
pimienta,,,ceniza,,,polvo de vainilla,,,4961740
frambuesa,cereza,fruta seca,terroso,cuero,minerales,pimienta,regaliz,carne,2710052
roble,tabaco,tofi,cereza,cereza roja,fresa,cuero,cacao,aceite balsámico,8851707
ciruela,mora,casis,roble,tabaco,vainilla,cereza,frutos rojos,tofi,1618331
mora,fruta negra,casis,cuero,terroso,humo,pimienta,regaliz,rosa seca,5143277
roble,vainilla,chocolate,mora,casis,fruta negra,pimienta,regaliz,menta,66004
caramelo,café,chocolate,cereza negra,fruta negra,,clavo de olor,tomillo,,1604294
roble,chocolate,cacao,casis,mora,arándano,pimienta,canela,pimiento,1247675
cereza,granada,,polvo de vainilla,,,polvo de vainilla,,,10949591
roble,nuez moscada,tiza,frutos rojos,frambuesa,,suelo del bosque,pizarra,,4746827
mora,ciruela,casis,terroso,cacao,suelo del bosque,chocolate,tabaco,roble,6896632
mora,arándano,casis,cereza,frambuesa,fruta seca,terroso,cuero,minerales,19319
frambuesa,cereza,fresa,arándano,mora,ciruela,terroso,piedra,carne,2434461
cereza,frambuesa,terroso,vainilla,roble,chocolate,ciruela,fruta negra,mora,6127161
fruta negra,ciruela,tofi,regaliz,pimienta,hierro,roble,chocolate,nuez negra,5841634
roble,vainilla,chocolate,mora,ciruela,casis,cereza,frutos rojos,tofi,1274533
fruta negra,,,pimienta,,,polvo de vainilla,,,4451388
mora,casis,fruta negra,tabaco,café,chocolate,frambuesa,cereza,arándano,1565908
cereza,fresa,cereza roja,minerales,hierbas secas,,tabaco,vainilla,cedro,2579536
polvo de vainilla,,,polvo de vainilla,,,polvo de vainilla,,,12369000
ciruela,,,polvo de vainilla,,,polvo de vainilla,,,11725710
roble,tabaco,chocolate,ciruela,mora,cereza Bing,cuero,terroso,humo,1165671
vainilla,tabaco,roble,ciruela,mora,frutos rojos,cereza,frambuesa,fruta seca,1383451
carne de caza,hongo,,polvo de vainilla,,,polvo de vainilla,,,1478439
roble,chocolate,vainilla,mora,ciruela,fruta negra,cuero,humo,terroso,1126740
polvo de vainilla,,,polvo de vainilla,,,polvo de vainilla,,,3095366
roble,chocolate,vainilla,ciruela,mora,casis,pimienta,eucalipto,roble,1953975
cereza,frambuesa,fruta seca,terroso,cuero,hongo,roble,vainilla,almizcle,1206273
mora,zarzamora,frutos del bosque,vainilla,mantequilla, ,fresa madura,fresa,,6574802
roble,vainilla,chocolate,casis,mora,frutos del bosque,cuero,terroso,humo,5601010
cereza,frutos rojos,uva,terroso,humo,minerales,casis,mora,arándano,7613097
roble,vainilla,tabaco,mora,ciruela,casis,terroso,cuero,piedra,1175107
roble,chocolate,vainilla,cereza,fresa,frutos rojos,ciruela,mora,fruta negra,1253803
tiza,,,polvo de vainilla,,,polvo de vainilla,,,2918286
roble,vainilla,chocolate,cereza,frutos rojos,tofi,ciruela,mora,fruta negra,1524568
pimienta,regaliz,,cereza negra,arándano,,aceite balsámico,cacao,,1366255
vainilla,tabaco,café,ciruela,mora,cereza Bing,cereza,cereza roja,,8950197
frutos del bosque,,,pimienta,,,polvo de vainilla,,,2716561
cereza,frutos rojos,uva,roble,vainilla,chocolate,terroso,cuero,minerales,2786323
arándano rojo,frambuesa,,caramelo,roble,clavo de olor,terroso,aceite balsámico,,2557266
polvo de vainilla,,,polvo de vainilla,,,polvo de vainilla,,,7037735
frutos del bosque,mermelada,,roble,,,pimienta,,,10222998
cereza negra,mora,mora,vainilla,cedro,roble,cuero,humo,terroso,2042514
frambuesa,frutos rojos,,humo,,,tostada,,,4403313
roble,tabaco,chocolate,mora,casis,ciruela,humo,minerales,cuero,1215716
roble,vainilla,tabaco,mora,fruta negra,arándano,cereza,frutos rojos,rosa seca,2063511
roble,cedro,tabaco,fruta negra,mora,casis,cuero,aceite balsámico,,2530402
